raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover_1,cloud_base_ft_agl_1,sky_cover_2,cloud_base_ft_agl_2,sky_cover_3,cloud_base_ft_agl_3,sky_cover_4,cloud_base_ft_agl_4,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
LGAL 051050Z 09012KT CAVOK 34/15 Q1015,LGAL,2025-07-05T10:50:00Z,40.856,25.945,34,15,90,12,,6+,29.97,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,5
LGAD 051050Z 30008KT CAVOK 35/16 Q1013,LGAD,2025-07-05T10:50:00Z,37.923,21.287,35,16,300,8,,6+,29.91,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,8
LCRA 051050Z 18007KT CAVOK 31/18 Q1010 NOSIG,LCRA,2025-07-05T10:50:00Z,34.59,32.988,31,18,180,7,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,23
LCEN 051050Z 35011KT 310V020 CAVOK 33/06 Q1011 NOSIG,LCEN,2025-07-05T10:50:00Z,35.155,33.496,33,6,350,11,,6+,29.85,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,91
LATI 051050Z 28008KT 240V320 CAVOK 35/22 Q1014 NOSIG,LATI,2025-07-05T10:50:00Z,41.419,19.716,35,22,280,8,,6+,29.94,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,32
KW29 051050Z AUTO 00000KT 7SM CLR 22/ A3017 RMK AO2 T0219////,KW29,2025-07-05T10:50:00Z,38.9777,-76.3276,21.9,,0,0,,7,30.17,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1
KVQQ 051050Z 36010KT 5SM BR BKN004 24/23 A2994,KVQQ,2025-07-05T10:50:00Z,30.2035,-81.8725,24,23,360,10,,5,29.94,,,,,,,,,,BR,BKN,400,,,,,,,LIFR,,,,,,,,,,,,METAR,21
KUKF 051050Z AUTO 00000KT 10SM CLR 17/17 A3024 RMK AO2,KUKF,2025-07-05T10:50:00Z,36.2188,-81.1002,17,17,0,0,,10+,30.24,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,383
KTIX 051050Z 25005KT 2SM FG SCT010 BKN020 26/25 A2994,KTIX,2025-07-05T10:50:00Z,28.508,-80.798,26,25,250,5,,2,29.94,,,,,,,,,,FG,SCT,1000,BKN,2000,,,,,IFR,,,,,,,,,,,,METAR,10
KTDF 051050Z AUTO 00000KT 10SM 18/18 A3017 RMK AO2,KTDF,2025-07-05T10:50:00Z,36.284,-78.9884,18,18,0,0,,10+,30.17,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,180
KRYY 051050Z 11004KT 10SM CLR 22/19 A3014 RMK AO2 SLP205 T02220194 $,KRYY,2025-07-05T10:50:00Z,34.0146,-84.5964,22.2,19.4,110,4,,10+,30.14,1020.5,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,306
KQFW 051050Z AUTO 34001KT 9999 BKN039 26/24 A2952 RMK A02 TSNO,KQFW,2025-07-05T10:50:00Z,-99.99,-99.99,26,24,340,1,,6+,29.52,,,TRUE,TRUE,,,TRUE,,,,BKN,3900,,,,,,,VFR,,,,,,,,,,,,METAR,9999
KQFT 051050Z AUTO 18001KT 9999 BKN040 29/24 A2965 RMK A02 TSNO,KQFT,2025-07-05T10:50:00Z,-99.99,-99.99,29,24,180,1,,6+,29.65,,,TRUE,TRUE,,,TRUE,,,,BKN,4000,,,,,,,VFR,,,,,,,,,,,,METAR,9999
KQFB 051050Z AUTO 36001KT 9999 CLR 31/24 A2973 RMK A02 TSNO,KQFB,2025-07-05T10:50:00Z,-99.99,-99.99,31,24,360,1,,6+,29.73,,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,9999
KQEY 051050Z AUTO 26003KT 9999 CLR 29/24 A2943 RMK A02 TSNO,KQEY,2025-07-05T10:50:00Z,-99.99,-99.99,29,24,260,3,,6+,29.43,,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,9999
KQEX 051050Z AUTO 35001KT 9999 CLR 31/23 A2960 RMK A02 TSNO,KQEX,2025-07-05T10:50:00Z,-99.99,-99.99,31,23,350,1,,6+,29.60,,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,9999
KQEV 051050Z AUTO 22002KT 9999 CLR 29/23 A2964 RMK A02 TSNO,KQEV,2025-07-05T10:50:00Z,-99.99,-99.99,29,23,220,2,,6+,29.64,,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,9999
KQEN 051050Z AUTO 9999 CLR 23/21 A2979 RMK A02 TSNO,KQEN,2025-07-05T10:50:00Z,-99.99,-99.99,23,21,,,,6+,29.79,,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,9999
KQEJ 051050Z AUTO 23001KT 9999 OVC035 27/25 A2967 RMK A02 TSNO,KQEJ,2025-07-05T10:50:00Z,-99.99,-99.99,27,25,230,1,,6+,29.67,,,TRUE,TRUE,,,TRUE,,,,OVC,3500,,,,,,,VFR,,,,,,,,,,,,METAR,9999
KQEI 051050Z AUTO 14002KT 8000 OVC033 26/25 A2968 RMK A02 TSNO,KQEI,2025-07-05T10:50:00Z,-99.99,-99.99,26,25,140,2,,4.97,29.68,,,TRUE,TRUE,,,TRUE,,,,OVC,3300,,,,,,,MVFR,,,,,,,,,,,,METAR,9999
KPGV 051050Z AUTO 01003KT 7SM CLR 20/20 A3012 RMK AO2,KPGV,2025-07-05T10:50:00Z,35.6374,-77.3851,20,20,10,3,,7,30.12,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,6
KONX 051050Z AUTO 05008KT 10SM BKN037 OVC043 25/18 A3014 RMK AO2 T02530176,KONX,2025-07-05T10:50:00Z,36.399,-76.014,25.3,17.6,50,8,,10+,30.14,,,TRUE,TRUE,,,,,,,BKN,3700,OVC,4300,,,,,VFR,,,,,,,,,,,,METAR,4
KOMN 051050Z 29004KT 7SM SCT039 24/24 A2993 RMK FIRST,KOMN,2025-07-05T10:50:00Z,29.3009,-81.111,24,24,290,4,,7,29.93,,,,,,,,,,,SCT,3900,,,,,,,VFR,,,,,,,,,,,,METAR,7
KNQA 051050Z 00000KT 7SM CLR 20/20 A3004,KNQA,2025-07-05T10:50:00Z,35.3619,-89.8612,20,20,0,0,,7,30.04,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,90
KMRN 051050Z AUTO 00000KT 10SM CLR 20/19 A3021 RMK AO2 T02010187,KMRN,2025-07-05T10:50:00Z,35.8192,-81.6097,20.1,18.7,0,0,,10+,30.21,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,375
KLAL 051050Z 36005KT 10SM SKC 22/22 A2995,KLAL,2025-07-05T10:50:00Z,27.9866,-82.0193,22,22,360,5,,10+,29.95,,,,,,,,,,,SKC,,,,,,,,VFR,,,,,,,,,,,,METAR,39
KJQF 051050Z 01004KT 10SM CLR 21/20 A3017,KJQF,2025-07-05T10:50:00Z,35.3896,-80.7074,21,20,10,4,,10+,30.17,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,204
KJNX 051050Z AUTO 00000KT 10SM CLR 20/20 A3012 RMK AO2,KJNX,2025-07-05T10:50:00Z,35.5369,-78.3934,20,20,0,0,,10+,30.12,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,41
KHXD 051050Z 04021G26KT 10SM BKN013 25/23 A2998,KHXD,2025-07-05T10:50:00Z,32.2263,-80.6949,25,23,40,21,26,10+,29.98,,,,,,,,,,,BKN,1300,,,,,,,MVFR,,,,,,,,,,,,METAR,5
KHRJ 051050Z AUTO 05004KT 10SM CLR 21/19 A3014 RMK AO2 T02100190,KHRJ,2025-07-05T10:50:00Z,35.3794,-78.7356,21,19,50,4,,10+,30.14,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,55
KGEV 051050Z AUTO 00000KT 10SM CLR 16/15 A3028 RMK AO2 T01550145,KGEV,2025-07-05T10:50:00Z,36.4312,-81.4206,15.5,14.5,0,0,,10+,30.28,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,961
KFFA 051050Z AUTO 06007KT 10SM BKN034 BKN045 OVC050 25/20 A3011 RMK AO2 T02460195,KFFA,2025-07-05T10:50:00Z,36.0165,-75.6739,24.6,19.5,60,7,,10+,30.11,,,TRUE,TRUE,,,,,,,BKN,3400,BKN,4500,OVC,5000,,,VFR,,,,,,,,,,,,METAR,2
KEYF 051050Z AUTO 03004KT 7SM CLR 21/20 A3009 RMK AO2 T02130202,KEYF,2025-07-05T10:50:00Z,34.6042,-78.579,21.3,20.2,30,4,,7,30.09,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,39
KEDE 051050Z AUTO 03005KT 10SM SCT030 BKN036 SCT047 22/22 A3013 RMK AO2 T02150215,KEDE,2025-07-05T10:50:00Z,36.0286,-76.5668,21.5,21.5,30,5,,10+,30.13,,,TRUE,TRUE,,,,,,,SCT,3000,BKN,3600,SCT,4700,,,VFR,,,,,,,,,,,,METAR,4
KDPL 051050Z AUTO 07003KT 7SM CLR 21/20 A3011 RMK AO2,KDPL,2025-07-05T10:50:00Z,34.9994,-77.9799,21,20,70,3,,7,30.11,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,39
KDAG 051050Z AUTO 29009KT 10SM CLR 24/01 A3002 RMK AO2 SLP135 T02440006,KDAG,2025-07-05T10:50:00Z,34.8537,-116.787,24.4,0.6,290,9,,10+,30.02,1013.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,584
KCWA 051050Z 17005KT 10SM CLR 22/20 A2995,KCWA,2025-07-05T10:50:00Z,44.7795,-89.671,22,20,170,5,,10+,29.95,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,387
KCGS 051050Z AUTO 00000KT 3SM BR CLR 18/17 A3018 RMK AO2 T01770167,KCGS,2025-07-05T10:50:00Z,38.9806,-76.9251,17.7,16.7,0,0,,3,30.18,,,TRUE,TRUE,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,15
K2W6 051050Z AUTO 00000KT 7SM CLR 18/18 A3019 RMK AO1,K2W6,2025-07-05T10:50:00Z,38.315,-76.55,18,18,0,0,,7,30.19,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,40
EYVI 051050Z 25007KT 220V280 9999 BKN044 20/09 Q1018 TEMPO BKN040TCU,EYVI,2025-07-05T10:50:00Z,54.634,25.286,20,9,250,7,,6+,30.06,,,,,,,,,,,BKN,4400,,,,,,,VFR,,,,,,,,,,,,METAR,180
EYSA 051050Z 24013KT 9999 FEW040 SCT073 19/10 Q1016 NOSIG,EYSA,2025-07-05T10:50:00Z,55.894,23.395,19,10,240,13,,6+,30.00,,,,,,TRUE,,,,,FEW,4000,SCT,7300,,,,,VFR,,,,,,,,,,,,METAR,135
EYPA 051050Z 20011KT 180V240 CAVOK 18/12 Q1015,EYPA,2025-07-05T10:50:00Z,55.973,21.092,18,12,200,11,,6+,29.97,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,15
EYKA 051050Z 24011KT 210V280 9999 SCT047 20/09 Q1018,EYKA,2025-07-05T10:50:00Z,54.962,24.069,20,9,240,11,,6+,30.06,,,,,,,,,,,SCT,4700,,,,,,,VFR,,,,,,,,,,,,METAR,68
EVVA 051050Z AUTO 21008KT CAVOK 16/12 Q1013,EVVA,2025-07-05T10:50:00Z,57.361,21.545,16,12,210,8,,6+,29.91,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1
EVRA 051050Z 23008KT 200V270 9999 SCT010CB BKN015 16/13 Q1014 TEMPO SCT010 BKN013,EVRA,2025-07-05T10:50:00Z,56.924,23.968,16,13,230,8,,6+,29.94,,,,,,,,,,,SCT,1000,BKN,1500,,,,,MVFR,,,,,,,,,,,,METAR,7
EVLA 051050Z AUTO 21009KT 9999 NSC 16/13 Q1014,EVLA,2025-07-05T10:50:00Z,56.517,21.097,16,13,210,9,,6+,29.94,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,5
EVGA 051050Z 24012KT 9999 -SHRA OVC022CB 14/13 Q1014 NOSIG,EVGA,2025-07-05T10:50:00Z,56.778,24.854,14,13,240,12,,6+,29.94,,,,,,TRUE,,,,-SHRA,OVC,2200,,,,,,,MVFR,,,,,,,,,,,,METAR,61
ETNG 051050Z AUTO 22008KT 170V260 9999 // BKN160/// BKN180/// 25/06 Q1016,ETNG,2025-07-05T10:50:00Z,50.964,6.032,25,6,220,8,,6+,30.00,,,TRUE,,,,,,,,BKN,16000,BKN,18000,,,,,VFR,,,,,,,,,,,,METAR,76
ESUT 051050Z AUTO 15006KT 100V250 9999 SCT070/// 15/05 Q1006,ESUT,2025-07-05T10:50:00Z,65.806,15.083,15,5,150,6,,6+,29.70,,,TRUE,,,,,,,,SCT,7000,,,,,,,VFR,,,,,,,,,,,,METAR,457
ESUP 051050Z AUTO 31007KT 280V340 9999 ///////// 13/07 Q1009,ESUP,2025-07-05T10:50:00Z,67.246,23.069,13,7,310,7,,6+,29.79,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,164
ESTL 051050Z AUTO 21012KT 9999 -RA FEW020/// SCT025/// BKN035/// ///// Q1009 REDZ,ESTL,2025-07-05T10:50:00Z,56.083,13.213,,,210,12,,6+,29.79,,,TRUE,,,,,,,-RA,FEW,2000,SCT,2500,BKN,3500,,,VFR,,,,,,,,,,,,METAR,39
ESTA 051050Z 23017G27KT 9999 BKN016 16/13 Q1009,ESTA,2025-07-05T10:50:00Z,56.294,12.848,16,13,230,17,27,6+,29.79,,,,,,,,,,,BKN,1600,,,,,,,MVFR,,,,,,,,,,,,METAR,19
ESSV 051050Z 22020KT 9999 -RA NSC 15/13 Q1010,ESSV,2025-07-05T10:50:00Z,57.662,18.348,15,13,220,20,,6+,29.82,,,,,,,,,,-RA,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,38
ESST 051050Z AUTO 14005KT 100V170 7000 RA SCT009/// BKN012/// BKN020/// 14/13 Q1003,ESST,2025-07-05T10:50:00Z,60.158,12.992,14,13,140,5,,4.35,29.62,,,TRUE,,,,,,,RA,SCT,900,BKN,1200,BKN,2000,,,MVFR,,,,,,,,,,,,METAR,110
ESSP 051050Z AUTO 19010KT 9999 BKN015/// OVC028/// 15/13 Q1005,ESSP,2025-07-05T10:50:00Z,58.584,16.255,15,13,190,10,,6+,29.68,,,TRUE,,,,,,,,BKN,1500,OVC,2800,,,,,MVFR,,,,,,,,,,,,METAR,3
ESSL 051050Z AUTO 18010KT 9999 BKN009/// OVC014/// 15/14 Q1005,ESSL,2025-07-05T10:50:00Z,58.406,15.681,15,14,180,10,,6+,29.68,,,TRUE,,,,,,,,BKN,900,OVC,1400,,,,,IFR,,,,,,,,,,,,METAR,51
ESSD 051050Z AUTO 20005KT 150V230 9999 -RA FEW019/// SCT036/// BKN053/// 14/12 Q1004,ESSD,2025-07-05T10:50:00Z,60.422,15.515,14,12,200,5,,6+,29.65,,,TRUE,,,,,,,-RA,FEW,1900,SCT,3600,BKN,5300,,,VFR,,,,,,,,,,,,METAR,151
ESSB 051050Z 16008KT 130V190 9999 -RA SCT008 BKN016 OVC029 14/12 Q1007,ESSB,2025-07-05T10:50:00Z,59.356,17.933,14,12,160,8,,6+,29.73,,,,,,,,,,-RA,SCT,800,BKN,1600,OVC,2900,,,MVFR,,,,,,,,,,,,METAR,14
ESSA 051050Z 17009KT 9999 -RA FEW014 BKN016 14/12 Q1006 TEMPO BKN012,ESSA,2025-07-05T10:50:00Z,59.664,17.92,14,12,170,9,,6+,29.70,,,,,,,,,,-RA,FEW,1400,BKN,1600,,,,,MVFR,,,,,,,,,,,,METAR,36
ESPE 051050Z AUTO 13008KT 9999 -RA FEW031/// BKN050/// 11/09 Q1009,ESPE,2025-07-05T10:50:00Z,65.875,20.144,11,9,130,8,,6+,29.79,,,TRUE,,,,,,,-RA,FEW,3100,BKN,5000,,,,,VFR,,,,,,,,,,,,METAR,182
ESPA 051050Z 13007KT CAVOK 14/05 Q1009,ESPA,2025-07-05T10:50:00Z,65.541,22.126,14,5,130,7,,6+,29.79,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,12
ESOW 051050Z AUTO 15009KT 9999 -RA BKN008/// OVC024/// 14/13 Q1006 REDZ,ESOW,2025-07-05T10:50:00Z,59.595,16.638,14,13,150,9,,6+,29.70,,,TRUE,,,,,,,-RA,BKN,800,OVC,2400,,,,,IFR,,,,,,,,,,,,METAR,7
ESOK 051050Z AUTO 17009KT 6000 -RA FEW004/// SCT006/// BKN008/// 14/14 Q1003 REDZ,ESOK,2025-07-05T10:50:00Z,59.442,13.342,14,14,170,9,,3.73,29.62,,,TRUE,,,,,,,-RA,FEW,400,SCT,600,BKN,800,,,IFR,,,,,,,,,,,,METAR,101
ESOH 051050Z AUTO 15006KT 130V190 8000 -RA ///025/// 14/13 Q1003,ESOH,2025-07-05T10:50:00Z,60.02,13.579,14,13,150,6,,4.97,29.62,,,TRUE,,,,,,,-RA,,,,,,,,,MVFR,,,,,,,,,,,,METAR,145
ESOE 051050Z 19008KT 160V220 9999 BKN007 15/14 Q1004,ESOE,2025-07-05T10:50:00Z,59.229,15.046,15,14,190,8,,6+,29.65,,,,,,,,,,,BKN,700,,,,,,,IFR,,,,,,,,,,,,METAR,57
ESNZ 051050Z AUTO 13013KT 9999 SCT094/// 16/06 Q1003,ESNZ,2025-07-05T10:50:00Z,63.199,14.489,16,6,130,13,,6+,29.62,,,TRUE,,,,,,,,SCT,9400,,,,,,,VFR,,,,,,,,,,,,METAR,360
ESNX 051050Z AUTO 16008KT 120V190 9999 SCT053/// BKN180/// 16/04 Q1008,ESNX,2025-07-05T10:50:00Z,65.592,19.283,16,4,160,8,,6+,29.76,,,TRUE,,,,,,,,SCT,5300,BKN,18000,,,,,VFR,,,,,,,,,,,,METAR,380
ESNV 051050Z AUTO 15007KT 090V180 9999 SCT062/// 17/01 Q1006,ESNV,2025-07-05T10:50:00Z,64.579,16.839,17,1,150,7,,6+,29.70,,,TRUE,,,,,,,,SCT,6200,,,,,,,VFR,,,,,,,,,,,,METAR,348
ESNU 051050Z 13009KT CAVOK 18/07 Q1008,ESNU,2025-07-05T10:50:00Z,63.789,20.285,18,7,130,9,,6+,29.76,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,8
ESNS 051050Z AUTO 05006KT 360V090 9999 BKN074/// BKN200/// 15/08 Q1009,ESNS,2025-07-05T10:50:00Z,64.625,21.077,15,8,50,6,,6+,29.79,,,TRUE,,,,,,,,BKN,7400,BKN,20000,,,,,VFR,,,,,,,,,,,,METAR,41
ESNQ 051050Z AUTO 07006KT 030V090 9999 FEW046/// SCT072/// BKN130/// 12/06 Q1008,ESNQ,2025-07-05T10:50:00Z,67.823,20.34,12,6,70,6,,6+,29.76,,,TRUE,,,,,,,,FEW,4600,SCT,7200,BKN,13000,,,VFR,,,,,,,,,,,,METAR,447
ESNO 051050Z AUTO 11009KT 090V170 9999 NCD 17/00 Q1007,ESNO,2025-07-05T10:50:00Z,63.412,18.98,17,0,110,9,,6+,29.73,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,100
ESNN 051050Z 12011KT 070V140 CAVOK 18/09 Q1006,ESNN,2025-07-05T10:50:00Z,62.532,17.436,18,9,120,11,,6+,29.70,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,4
ESNL 051050Z AUTO VRB03KT 9999 FEW037/// BKN068/// 17/04 Q1007,ESNL,2025-07-05T10:50:00Z,64.552,18.711,17,4,VRB,3,,6+,29.73,,,TRUE,,,,,,,,FEW,3700,BKN,6800,,,,,VFR,,,,,,,,,,,,METAR,220
ESNK 051050Z AUTO 13011KT 9999 NCD 18/05 Q1006,ESNK,2025-07-05T10:50:00Z,63.047,17.766,18,5,130,11,,6+,29.70,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4
ESNG 051050Z AUTO 18008KT 9999 RA BKN024/// OVC041/// ///// Q1009,ESNG,2025-07-05T10:50:00Z,67.133,20.81,,,180,8,,6+,29.79,,,TRUE,,,,,,,RA,BKN,2400,OVC,4100,,,,,MVFR,,,,,,,,,,,,METAR,300
ESND 051050Z AUTO 13009KT 090V160 9999 -RA FEW017/// BKN044/// OVC061/// 13/11 Q1004 RERA,ESND,2025-07-05T10:50:00Z,62.047,14.416,13,11,130,9,,6+,29.65,,,TRUE,,,,,,,-RA,FEW,1700,BKN,4400,OVC,6100,,,VFR,,,,,,,,,,,,METAR,352
ESMX 051050Z AUTO 19015KT 2700 -DZ SCT006/// BKN007/// OVC012/// 14/14 Q1008,ESMX,2025-07-05T10:50:00Z,56.927,14.73,14,14,190,15,,1.68,29.76,,,TRUE,,,,,,,-DZ,SCT,600,BKN,700,OVC,1200,,,IFR,,,,,,,,,,,,METAR,176
ESMV 051050Z AUTO 22008KT 3500 -SHRA BR VV013 15/14 Q1007,ESMV,2025-07-05T10:50:00Z,57.29,14.134,15,14,220,8,,2.17,29.73,,,TRUE,,,,,,,-SHRA BR,OVX,0,,,,,,,IFR,,,,,,,,,,,1300,METAR,167
ESMT 051050Z AUTO 23018KT 9999 BKN012/// BKN021/// 16/14 Q1008,ESMT,2025-07-05T10:50:00Z,56.691,12.82,16,14,230,18,,6+,29.76,,,TRUE,,,,,,,,BKN,1200,BKN,2100,,,,,MVFR,,,,,,,,,,,,METAR,24
ESMS 051050Z 23009KT 9999 -DZ NSC 16/14 Q1011,ESMS,2025-07-05T10:50:00Z,55.539,13.373,16,14,230,9,,6+,29.85,,,,,,,,,,-DZ,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,68
ESMQ 051050Z AUTO 20014KT 9999 SCT050/// 17/13 Q1010,ESMQ,2025-07-05T10:50:00Z,56.685,16.284,17,13,200,14,,6+,29.82,,,TRUE,,,,,,,,SCT,5000,,,,,,,VFR,,,,,,,,,,,,METAR,3
ESMK 051050Z AUTO 21010KT 9999 FEW020/// OVC048/// 17/14 Q1010,ESMK,2025-07-05T10:50:00Z,55.922,14.085,17,14,210,10,,6+,29.82,,,TRUE,,,,,,,,FEW,2000,OVC,4800,,,,,VFR,,,,,,,,,,,,METAR,20
ESKS 051050Z AUTO 12010KT 9999 -RA SCT012/// BKN019/// OVC026/// 12/09 Q1003 RERA,ESKS,2025-07-05T10:50:00Z,61.165,12.834,12,9,120,10,,6+,29.62,,,TRUE,,,,,,,-RA,SCT,1200,BKN,1900,OVC,2600,,,MVFR,,,,,,,,,,,,METAR,503
ESKN 051050Z 17008KT 9999 -RADZ SCT006 BKN015 14/13 Q1006,ESKN,2025-07-05T10:50:00Z,58.786,16.918,14,13,170,8,,6+,29.70,,,,,,,,,,-RA -DZ,SCT,600,BKN,1500,,,,,MVFR,,,,,,,,,,,,METAR,41
ESKM 051050Z AUTO 12008KT 9999 -DZ SCT008/// BKN014/// BKN029/// 14/13 Q1004,ESKM,2025-07-05T10:50:00Z,60.96,14.507,14,13,120,8,,6+,29.65,,,TRUE,,,,,,,-DZ,SCT,800,BKN,1400,BKN,2900,,,MVFR,,,,,,,,,,,,METAR,184
ESIB 051050Z AUTO 20012KT 9999 -DZRA SCT008/// BKN011/// OVC017/// 16/15 Q1003,ESIB,2025-07-05T10:50:00Z,58.431,12.71,16,15,200,12,,6+,29.62,,,TRUE,,,,,,,-DZ -RA,SCT,800,BKN,1100,OVC,1700,,,MVFR,,,,,,,,,,,,METAR,51
ESIA 051050Z AUTO 20009KT 9999 -RA FEW004/// BKN014/// OVC024/// 14/13 Q1005,ESIA,2025-07-05T10:50:00Z,58.514,14.507,14,13,200,9,,6+,29.68,,,TRUE,,,,,,,-RA,FEW,400,BKN,1400,OVC,2400,,,MVFR,,,,,,,,,,,,METAR,94
ESGT 051050Z AUTO 21013KT 3300 -RA SCT006/// BKN011/// BKN018/// 15/14 Q1004,ESGT,2025-07-05T10:50:00Z,58.314,12.347,15,14,210,13,,2.05,29.65,,,TRUE,,,,,,,-RA,SCT,600,BKN,1100,BKN,1800,,,IFR,,,,,,,,,,,,METAR,40
ESGP 051050Z AUTO 21011KT 5000 BR FEW006/// SCT009/// BKN013/// 16/14 Q1004,ESGP,2025-07-05T10:50:00Z,57.781,11.869,16,14,210,11,,3.11,29.65,,,TRUE,,,,,,,BR,FEW,600,SCT,900,BKN,1300,,,MVFR,,,,,,,,,,,,METAR,15
ESGJ 051050Z AUTO 22011KT 4300 FEW013/// 14/13 Q1006 RERA,ESGJ,2025-07-05T10:50:00Z,57.752,14.069,14,13,220,11,,2.67,29.70,,,TRUE,,,,,,,,FEW,1300,,,,,,,IFR,,,,,,,,,,,,METAR,224
ESGG 051050Z 22013KT 7000 DZ BKN007 BKN014 14/14 Q1005,ESGG,2025-07-05T10:50:00Z,57.667,12.285,14,14,220,13,,4.35,29.68,,,,,,,,,,DZ,BKN,700,BKN,1400,,,,,IFR,,,,,,,,,,,,METAR,152
ESDF 051050Z 20013KT 9999 FEW046 16/14 Q1010,ESDF,2025-07-05T10:50:00Z,56.266,15.267,16,14,200,13,,6+,29.82,,,,,,,,,,,FEW,4600,,,,,,,VFR,,,,,,,,,,,,METAR,52
ESCM 051050Z AUTO 17009KT 9999 -RA SCT028/// BKN043/// BKN220/// 15/12 Q1006,ESCM,2025-07-05T10:50:00Z,59.899,17.589,15,12,170,9,,6+,29.70,,,TRUE,,,,,,,-RA,SCT,2800,BKN,4300,BKN,22000,,,VFR,,,,,,,,,,,,METAR,21
ESCF 051050Z AUTO 19012KT 9999 OVC012/// 15/14 Q1005,ESCF,2025-07-05T10:50:00Z,58.398,15.526,15,14,190,12,,6+,29.68,,,TRUE,,,,,,,,OVC,1200,,,,,,,MVFR,,,,,,,,,,,,METAR,86
ENZV 051050Z 22009KT 5000 BR VV004 15/14 Q1000 TEMPO 3000 BR,ENZV,2025-07-05T10:50:00Z,58.884,5.637,15,14,220,9,,3.11,29.53,,,,,,,,,,BR,OVX,0,,,,,,,LIFR,,,,,,,,,,,400,METAR,7
ENWV 051050Z AUTO 26029KT 9999NDV FEW016/// 15/12 Q//// W///S4,ENWV,2025-07-05T10:50:00Z,56.278,3.395,15,12,260,29,,,0.00,,,TRUE,,,,,,,,FEW,1600,,,,,,,,,,,,,,,,,,,METAR,30
